Temperature,Humidity,Rainfall_mm,Crop_Stage,Symptom_Leaf_Spots,Symptom_Holes_in_Leaves,Symptom_Stunted_Growth,Symptom_Wilting,Symptom_Stem_Boring,Diagnosis
30.764021439708387,54.49317034224036,19.075537618167893,Vegetative,0,1,1,1,1,Maize Stem Borer
22.751467138981884,88.53580570509297,0.39863615059085034,Maturity,1,0,1,0,1,Northern Leaf Blight
34.06295490812987,93.76007316833841,10.350132561638695,Seedling,1,0,1,1,0,Maize Lethal Necrosis
30.522350177280813,54.50766135666511,22.808235115220427,Vegetative,0,1,1,1,1,Maize Stem Borer
32.14457964124533,73.86747097883827,5.611676168319452,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
30.198429105915427,76.3326768954164,0.2755765032719737,Maturity,1,1,1,0,0,Healthy
34.08827666151926,51.50024128275104,4.112954529224014,Maturity,1,1,1,1,1,Drought Stress
32.02462752800739,79.95904967091911,7.385662383720579,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
28.970401643329733,56.92022513728158,24.60751649499227,Seedling,1,0,1,1,1,Healthy
26.51951170001483,72.03381306989314,4.863339084327464,Maturity,1,1,0,1,0,Healthy
26.208625515045142,50.50159096041621,15.81994679033531,Maturity,0,0,0,1,1,Healthy
26.936446471040725,74.7160063404023,11.146824953557422,Maturity,1,1,1,1,1,Healthy
30.571663084450933,79.53168547195926,14.619235648758394,Seedling,1,1,1,1,0,Maize Lethal Necrosis
34.11109123410681,83.43783302758986,7.04586355184759,Seedling,1,1,1,1,0,Maize Lethal Necrosis
22.224126405169507,78.52841704200944,4.1709404349311,Seedling,1,0,1,1,0,Northern Leaf Blight
29.599769846531,80.89335267078364,24.067014574286837,Seedling,1,1,1,1,1,Maize Lethal Necrosis
29.95127500869587,91.25151004917456,13.144955897682268,Flowering,1,1,1,1,1,Maize Lethal Necrosis
28.49064275880525,52.81310944816553,14.358018366980563,Vegetative,0,1,1,0,1,Maize Stem Borer
26.69990366170537,87.59630192859497,17.627725221092696,Vegetative,1,0,1,1,1,Maize Lethal Necrosis
33.86619796753149,70.84735584990679,1.9751920292926854,Maturity,0,1,1,1,1,Drought Stress
30.928431678713615,58.17156160757694,5.309037172448641,Vegetative,0,1,1,0,1,Maize Stem Borer
30.923951570626503,91.46648955633222,13.747330764034055,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
22.577766241655496,60.753668616312666,3.369710207074905,Maturity,1,1,1,0,1,Healthy
32.53624426090694,84.80553329639464,3.9630841688904073,Flowering,1,1,1,1,1,Maize Lethal Necrosis
26.8640776295251,63.86279432883229,16.204197274584565,Maturity,0,0,0,1,1,Healthy
30.973887056959878,66.81737800681599,14.450524058122822,Maturity,0,1,1,1,0,Healthy
26.6401702829195,55.475117140711156,13.464011102752607,Vegetative,1,0,1,1,1,Maize Stem Borer
29.071344215600696,52.922567769926474,22.547101334320242,Seedling,1,1,1,1,1,Healthy
22.799382728468448,66.7904171246543,18.767893611424814,Vegetative,1,0,1,0,1,Healthy
22.349029225001708,76.13436758164482,24.744615666044616,Vegetative,1,0,1,0,0,Northern Leaf Blight
34.80775713518359,94.03573500593386,14.910416349394188,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
25.978258717139934,90.12011576409617,1.1289449928033934,Seedling,1,0,0,1,0,Northern Leaf Blight
28.924493292239514,92.16086515638295,12.503771896733218,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
32.195394314358865,69.50836655330558,8.91718857014351,Maturity,0,0,1,0,1,Healthy
26.834806672881463,81.50155122806231,12.6641787651789,Seedling,1,0,1,1,0,Maize Lethal Necrosis
25.858596712524164,93.10265999723342,16.45222913088549,Vegetative,1,0,1,0,1,Maize Stem Borer
22.554186228342086,69.1496961081814,17.609828920912253,Maturity,0,0,0,0,0,Healthy
31.683486424787677,51.53731227423634,20.64227659302348,Seedling,1,0,1,0,0,Healthy
24.36359354236899,69.67188231305505,2.929143841001819,Maturity,0,0,0,0,0,Healthy
28.730355140217277,66.54784996570726,0.42826057973034404,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
34.74175777850563,74.0954857534598,14.828759935319702,Seedling,1,0,1,1,0,Maize Lethal Necrosis
28.786142425715678,82.78251117901488,1.8075994540744433,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
27.442722060966922,74.83939391937031,19.103844289025226,Maturity,1,0,1,0,1,Healthy
31.17889995479557,61.587118015153365,18.182016189252124,Seedling,1,0,1,1,0,Maize Lethal Necrosis
33.80468334386302,81.5944123538266,1.2769107188394913,Maturity,1,0,1,1,0,Drought Stress
24.391143187411654,89.38250524849983,0.4005164498206343,Seedling,1,0,0,1,0,Northern Leaf Blight
26.837232710467447,90.9069931988503,24.514357762282714,Flowering,1,1,1,1,1,Maize Lethal Necrosis
30.40669056015605,53.8391637087567,24.813190192337412,Maturity,1,1,0,0,1,Healthy
24.87025114477904,77.21105985510864,8.770039830470186,Maturity,1,1,0,0,1,Northern Leaf Blight
27.159389364085932,67.40667507100768,9.75467700906336,Vegetative,1,0,1,1,1,Maize Lethal Necrosis
33.18501709734625,75.90964318840443,5.1308857662985705,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
25.586199972085055,61.20479546077183,10.460839657836562,Vegetative,1,1,1,0,1,Maize Stem Borer
25.729612079377965,69.06302555473482,14.009600101203745,Maturity,0,1,1,1,0,Healthy
24.51763589177244,53.15035668409293,21.51994473170102,Maturity,1,1,0,0,0,Healthy
32.75695738793294,93.96455064420803,9.898401802591456,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
31.220033395007466,68.75746702561156,24.471763117156016,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
30.372269817344566,71.24952634710199,17.28509163209044,Maturity,0,0,0,1,0,Healthy
25.715639167523307,80.31964866407026,6.409526731719112,Vegetative,1,1,1,0,1,Maize Stem Borer
32.557107658209006,74.00611927437774,22.14892237028895,Maturity,0,1,1,1,0,Healthy
30.692954913005423,78.16004740492258,19.66547550884515,Maturity,1,0,0,0,0,Healthy
34.340049222069055,86.77222504728749,20.164232306622285,Flowering,1,1,1,1,1,Maize Lethal Necrosis
31.126339469447775,56.4935807777012,2.0063086196884186,Seedling,0,0,0,1,1,Healthy
24.440869351313488,88.12470950847026,21.86612285472921,Seedling,1,0,0,0,1,Northern Leaf Blight
25.42076327214913,54.21254975483812,2.4324307192284067,Flowering,1,1,1,1,1,Maize Stem Borer
30.686550368135897,72.11544772174842,6.853870376999116,Flowering,1,1,1,1,1,Maize Lethal Necrosis
30.664896937874865,60.76201447638451,15.932234235386758,Maturity,1,0,0,1,0,Healthy
31.632707273126314,60.666436280470606,7.1535305888941085,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
26.59460836180636,82.40897386900205,8.579842668214116,Maturity,1,0,0,0,0,Northern Leaf Blight
32.19946870912043,85.07462543196013,2.0901625043588554,Flowering,1,1,1,1,1,Maize Lethal Necrosis
27.199037260063648,80.00362922226455,5.035070647946791,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
32.64528393302848,94.87553997352143,22.122970969864074,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
26.28821571012728,54.249300946820775,13.185698956620213,Flowering,1,1,1,0,1,Maize Stem Borer
22.37670791774593,90.5313961697959,15.571778077766554,Vegetative,1,0,0,0,1,Northern Leaf Blight
28.072866796517026,52.07803213328714,17.56313467856584,Maturity,1,1,0,1,0,Healthy
34.68946314988425,52.19538479931167,0.5362130853449387,Flowering,0,1,1,1,1,Drought Stress
32.58610190471104,59.535343492755814,11.998287364627744,Vegetative,1,1,1,0,1,Maize Stem Borer
23.28427233293688,78.30311423418306,16.47236406297158,Seedling,1,1,0,1,1,Northern Leaf Blight
22.295931154080918,55.379223487973256,19.73857558616127,Flowering,0,0,0,1,1,Healthy
30.670072997969932,73.02247566478839,4.550281483149302,Flowering,1,1,1,1,1,Maize Lethal Necrosis
26.864578560600805,92.90228442644508,9.070873385353615,Flowering,1,1,1,1,1,Maize Lethal Necrosis
30.611057584994455,93.36181244311993,9.854515758916166,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
23.380951488251604,60.56466835945872,2.398040456830333,Maturity,0,1,1,0,1,Healthy
32.79456343131005,73.54336687957642,8.419342577308377,Maturity,0,0,1,0,1,Healthy
34.36375804205535,80.95129617004396,7.953220782961765,Flowering,1,1,1,1,1,Maize Lethal Necrosis
29.324848794400168,61.991255244526755,13.112062917302197,Seedling,1,0,1,1,0,Maize Lethal Necrosis
30.068271655938013,58.30277508695502,2.3774838968708605,Maturity,0,1,1,1,0,Healthy
33.586339296275284,58.108300224127156,5.795210974392146,Maturity,0,1,0,0,0,Healthy
32.6069556001979,71.39061943813655,4.063527667555444,Maturity,0,1,1,1,1,Drought Stress
25.170289423042355,66.79942206483223,10.043920448594335,Maturity,1,1,0,1,0,Healthy
34.66516695727795,50.566219083168505,17.499302164746847,Maturity,1,1,1,1,0,Healthy
28.54434624818159,93.84169363100418,7.050378186737475,Flowering,1,1,1,1,1,Maize Lethal Necrosis
34.801598920677904,64.23940803432788,16.529103028408027,Maturity,1,0,0,1,0,Healthy
29.88016978822824,58.97476678931171,10.150789452443151,Vegetative,0,1,1,0,1,Maize Stem Borer
24.086210164245763,74.96876038230646,11.03595159998443,Seedling,0,1,0,1,0,Healthy
31.312404590894367,90.86885518032771,0.7648769208521894,Maturity,0,0,0,1,1,Healthy
23.555827990791794,88.75092164491527,1.4817053116193883,Flowering,1,0,1,0,0,Northern Leaf Blight
27.353545091864994,80.13593967197558,19.022050972211265,Seedling,1,1,1,1,0,Maize Lethal Necrosis
34.92024837910754,81.67898738452419,10.891598201587161,Seedling,1,1,1,1,1,Maize Lethal Necrosis
32.10861769736637,91.22844119968781,11.62873683916307,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
22.13515717406572,71.33375834591857,2.3979802861524373,Seedling,1,0,1,1,0,Healthy
31.59584451147623,69.15070089063406,10.39134781334916,Flowering,1,1,1,1,1,Maize Lethal Necrosis
23.998785919519673,73.30603353545126,17.494640045990966,Seedling,1,1,0,1,0,Healthy
32.14276844510269,77.76723747777253,17.962648634051273,Maturity,1,0,0,1,0,Healthy
26.336407212537566,68.1644860750562,18.508734116205428,Vegetative,1,0,1,1,1,Maize Lethal Necrosis
34.384304417278145,94.17682471511642,10.442623266938206,Maturity,1,0,1,0,0,Healthy
34.17425097835226,92.19902392424157,11.394175688496627,Seedling,1,0,1,1,1,Maize Lethal Necrosis
33.84030239680629,82.50848683001567,1.288384979748708,Seedling,1,1,1,1,1,Maize Lethal Necrosis
24.21572261456987,61.59746835573859,24.9444165877152,Vegetative,0,1,1,0,0,Healthy
23.836758331074083,88.65605959553913,18.123347553157735,Flowering,1,0,1,0,1,Northern Leaf Blight
24.51105129796801,70.58825590914233,7.534595104696668,Seedling,0,0,0,1,0,Healthy
25.984096529656302,91.13088405563948,6.3580699007455665,Flowering,1,1,1,0,1,Maize Stem Borer
26.45427628549032,86.73092131575297,17.146049925099714,Maturity,1,1,1,1,0,Northern Leaf Blight
23.295736829427835,94.43048803219317,10.956766251186686,Maturity,1,1,1,1,1,Northern Leaf Blight
23.84754828258139,62.93492560078943,9.199993606011297,Seedling,0,0,0,0,1,Healthy
25.662755918735044,58.352063782821816,14.589241321304927,Vegetative,0,1,1,0,1,Maize Stem Borer
28.90061517695807,65.20655404145187,16.948276296679975,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
26.10178614872803,88.41812403944297,11.65332162710166,Flowering,1,1,1,1,1,Maize Lethal Necrosis
31.331406659995768,81.11342953046363,2.1378550593931096,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
32.82396151547091,79.55906918401091,21.85333356201341,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
27.8220581091901,50.277411975536005,17.2952584309417,Maturity,0,0,1,0,1,Healthy
34.99201952306761,62.028991696163274,14.822344024120584,Seedling,1,1,1,1,1,Maize Lethal Necrosis
26.60578684728136,82.52270829494421,2.3931341385089624,Maturity,1,1,0,1,1,Northern Leaf Blight
30.033171322558417,73.58916472610763,15.793764663083959,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
26.985307967645447,86.32901767366437,15.708763681931057,Vegetative,1,0,1,1,1,Maize Lethal Necrosis
23.727244109298503,93.95648843861977,2.7395599097222583,Flowering,1,1,0,0,0,Northern Leaf Blight
26.60495036032715,52.0599298043601,5.2883624882151095,Vegetative,0,1,1,1,1,Maize Stem Borer
23.708567301251243,57.721821894654056,14.70473203473216,Vegetative,0,0,0,0,1,Healthy
23.07284595588215,73.03502980513244,22.900679561242832,Maturity,1,0,1,0,1,Healthy
25.905774028784645,89.45276380520195,17.349690991814132,Seedling,1,0,0,1,0,Northern Leaf Blight
22.359116633886885,72.96129375652629,22.52442801966956,Seedling,0,0,0,1,0,Healthy
30.728437321209093,58.22909048861656,8.165296941386199,Flowering,0,1,1,1,1,Maize Stem Borer
25.577001457022902,66.24134247938456,8.990683756045037,Seedling,0,1,0,1,1,Healthy
24.44980410702551,72.9563217920688,14.78807855196845,Vegetative,1,1,0,1,0,Healthy
27.102457456721012,88.2379648967455,0.8806816012329743,Flowering,1,0,1,1,1,Maize Lethal Necrosis
31.72075450221518,85.69959947865797,14.090262156397593,Maturity,1,1,0,1,0,Healthy
24.611329410177667,59.090322037502624,24.808330862431717,Flowering,1,0,1,0,0,Healthy
28.218700353786524,79.76632043258958,10.975644965484035,Maturity,1,0,1,0,1,Northern Leaf Blight
25.65850631973854,67.19066850216191,12.581610653255696,Seedling,1,1,1,0,0,Healthy
33.351104243627844,92.40394455947106,24.899789769324947,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
22.648279282002058,93.19075668880909,21.116750217651397,Maturity,1,1,1,1,1,Northern Leaf Blight
30.306422399255133,76.12207223378647,12.01686327517463,Maturity,0,0,0,0,1,Healthy
28.816169440792386,76.25200716663122,8.949268753970705,Flowering,1,1,1,1,1,Maize Lethal Necrosis
32.150770333202544,51.64246806774758,14.666982587973632,Seedling,0,1,1,1,0,Healthy
33.15397827223211,89.37791897018496,18.617945365446037,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
25.41993795414101,87.44764638512534,12.91135387710283,Seedling,1,0,0,1,0,Northern Leaf Blight
32.712873242525035,60.90110672701417,11.26102368180332,Flowering,1,1,1,1,1,Maize Lethal Necrosis
34.35583610760125,78.73317301370332,20.3560192916356,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
34.755020801555126,71.26105493414083,8.111572030435237,Seedling,1,1,1,1,0,Maize Lethal Necrosis
23.10263692701586,66.17192311357137,24.184413343023152,Maturity,0,1,1,0,0,Healthy
24.472857836249858,93.1757862000037,19.668208350469843,Flowering,1,1,0,0,0,Northern Leaf Blight
26.680698083129073,94.12348850469061,19.437717970592562,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
28.56353951329646,65.932483364288,13.711278653754963,Flowering,1,1,1,1,1,Maize Lethal Necrosis
32.904752260858906,55.23860088201726,20.413240928578283,Maturity,0,0,1,0,1,Healthy
31.1466793819099,58.66710768097553,11.444969611605755,Maturity,1,0,0,1,1,Healthy
25.465865248469854,85.08653573553812,23.054038695258967,Vegetative,1,1,1,0,1,Maize Stem Borer
23.33981774585502,70.42056366553436,10.7548268335036,Flowering,1,0,0,0,0,Healthy
22.839695375978092,63.16687922968039,3.6118571727372455,Seedling,0,0,1,0,1,Healthy
28.21311065811141,78.96087343548464,8.840422688601135,Seedling,1,1,1,1,1,Maize Lethal Necrosis
24.33037316554083,69.09508901902406,21.869256612017164,Vegetative,1,1,0,1,0,Healthy
26.35180020524627,76.44240100114448,8.755616151739803,Seedling,1,0,1,1,0,Maize Lethal Necrosis
23.22255567072849,90.57249009654811,7.00429201040963,Seedling,1,0,1,1,1,Northern Leaf Blight
33.00265041644799,74.03525158186409,3.0119563817593176,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
23.658667043179104,55.97978437041929,6.85437712734959,Seedling,1,1,1,1,1,Healthy
33.20455294997323,72.60404866243857,18.480865039430416,Maturity,1,1,1,1,1,Healthy
22.326070394528422,89.76773002089047,18.040618168778877,Maturity,1,0,0,0,0,Northern Leaf Blight
29.6817289616834,86.1369751670347,1.090997641637312,Flowering,1,1,1,1,1,Maize Lethal Necrosis
33.38530048260387,76.50530398020936,17.654898080548424,Seedling,1,0,1,1,1,Maize Lethal Necrosis
27.510615557222007,55.88995626538395,7.864013264671424,Maturity,0,1,1,0,1,Healthy
26.88009520916914,51.886839557928475,17.25990790640683,Vegetative,1,0,1,0,1,Maize Stem Borer
30.382447376771935,89.6670390408373,21.82542643934208,Seedling,1,1,1,1,0,Maize Lethal Necrosis
29.132936275950748,84.5750249325653,2.8686537138432944,Seedling,1,1,1,1,0,Maize Lethal Necrosis
24.93177475005446,52.446195311703256,15.164303630274656,Maturity,0,0,1,0,0,Healthy
32.01646426608369,57.272148312888966,5.287388691658815,Seedling,1,0,1,1,0,Healthy
25.932800291584726,91.65036234999582,5.250846837941989,Vegetative,1,1,1,1,1,Maize Stem Borer
23.062970748783755,91.12285718993664,24.273568886342193,Maturity,1,1,0,1,1,Northern Leaf Blight
29.84344970470611,80.15616526997796,8.401038350545592,Maturity,1,0,0,1,0,Northern Leaf Blight
28.86320454249903,58.442213232675506,3.170432285553029,Seedling,1,0,0,1,0,Healthy
30.781977044202474,72.01404750625323,18.204919677209404,Maturity,1,0,1,1,0,Healthy
25.739260666371194,72.75331452273315,7.028866875064047,Maturity,0,0,0,0,0,Healthy
23.038339074009155,67.20383162223992,2.0904723084535752,Vegetative,0,1,0,1,1,Healthy
28.204423448112358,88.09270051571718,23.71463747477369,Flowering,1,1,1,1,1,Maize Lethal Necrosis
25.5503808988026,88.95733141285581,2.796171268691927,Vegetative,1,0,1,1,1,Maize Stem Borer
23.26845218382816,60.47021158618124,22.68001510877116,Maturity,1,1,1,1,1,Healthy
29.97841300245824,83.11432430135844,4.984420374928073,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
32.78049447942293,71.84411804428635,1.753793863142175,Flowering,1,1,1,1,1,Maize Lethal Necrosis
24.298805016089354,50.12166304984263,23.36863639880423,Seedling,0,1,1,1,0,Healthy
26.90803590675183,55.9592449211457,10.025617702354944,Maturity,1,0,0,0,1,Healthy
24.20207168004145,67.99456975963432,2.671477670307007,Maturity,0,1,0,1,1,Healthy
33.746098080542986,68.46907188327793,6.521356983992371,Flowering,1,1,1,1,1,Maize Lethal Necrosis
34.76102429314915,53.31533207157109,4.2853671078835305,Seedling,1,1,1,1,0,Drought Stress
26.63378733759582,51.98470309583433,21.95742572245976,Maturity,1,1,1,1,1,Healthy
32.96411705393058,52.654867154868484,16.997987227003392,Maturity,1,1,0,1,0,Healthy
28.0515476903554,72.30088307779059,5.581352045004087,Seedling,1,0,1,1,1,Maize Lethal Necrosis
23.470895829032433,92.17728170303096,19.970300325202192,Maturity,1,1,0,0,1,Northern Leaf Blight
25.92532543382945,88.34989154644745,4.240248591370133,Vegetative,1,1,1,0,1,Maize Stem Borer
23.030968181319896,90.78595612319893,24.22712515282371,Vegetative,1,1,0,1,0,Northern Leaf Blight
29.73227319024908,63.671217924405944,4.5988157859753525,Flowering,1,1,1,1,1,Maize Lethal Necrosis
26.28665970518746,91.86879556840778,0.8592642630740971,Seedling,1,0,1,1,0,Maize Lethal Necrosis
23.93606308773424,87.08076943968834,23.984461597017916,Maturity,1,0,0,1,1,Northern Leaf Blight
31.659687328012218,86.85306289854972,18.783166727133363,Seedling,1,0,1,1,1,Maize Lethal Necrosis
25.08457726799993,80.3379885035254,16.34720509785427,Seedling,1,0,1,0,0,Northern Leaf Blight
31.264588209715523,71.31229169475903,16.349013651139007,Maturity,0,0,1,1,1,Healthy
23.84183781222687,56.71592241762289,5.522245261253422,Flowering,0,0,1,1,1,Healthy
27.735141830854097,82.81332079221843,11.855971202061955,Seedling,1,1,1,1,1,Maize Lethal Necrosis
25.45911699178189,84.26381724805546,2.087461803627283,Flowering,1,0,1,0,1,Maize Stem Borer
27.827157642714063,80.04480528722056,20.4396731314614,Maturity,1,1,0,0,1,Northern Leaf Blight
32.43182931699705,72.49515414055894,21.058825324948145,Seedling,1,1,1,1,1,Maize Lethal Necrosis
30.10735024389192,75.54577085768159,0.3559363361326895,Seedling,1,0,1,1,0,Maize Lethal Necrosis
27.202589722724937,86.98645654344338,24.877612659198594,Flowering,1,1,1,1,1,Maize Lethal Necrosis
28.048363613700552,82.67269545050577,17.12843359555199,Seedling,1,1,1,1,1,Maize Lethal Necrosis
32.51075862261199,90.47644714600332,17.10741921832499,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
34.704376364909294,66.39681939606157,18.983907945295776,Maturity,1,1,0,0,0,Healthy
31.538477545142648,84.46619090505862,1.5130157495161916,Flowering,1,1,1,1,1,Maize Lethal Necrosis
28.87780043771493,54.85985455235672,12.16181342069293,Seedling,1,0,0,1,1,Healthy
22.99385291928044,63.55195463826017,24.161347391742694,Vegetative,0,1,1,0,0,Healthy
33.89537355748187,71.07810375732345,16.492154009848907,Vegetative,1,1,1,1,1,Maize Lethal Necrosis
23.64890465225865,61.85442715464302,10.826478440550499,Flowering,1,1,1,0,1,Healthy
28.341249756355573,55.60447366589458,14.846030530915266,Seedling,0,0,0,0,0,Healthy
22.896683495719305,90.69685669433855,21.00345170955422,Vegetative,1,0,1,1,0,Northern Leaf Blight
28.162892820441574,59.3578824524525,10.972942807610497,Vegetative,1,1,1,1,1,Maize Stem Borer
28.568521647279272,51.01545287961379,17.13419163145618,Seedling,1,1,1,1,0,Healthy
31.48228096887096,89.83142158473393,14.685396726427882,Maturity,0,0,1,1,0,Healthy
24.698624389345483,64.87366812149388,5.930700483605861,Flowering,1,1,0,0,1,Healthy
